date,time_slot,csn,participant_id,group,num_conversations,total_duration,inference_confidence
2024-12-04,11:00,20,04122024_1104_20,T1 (inferred),1,0.06241026666666667,MEDIUM
2024-12-04,11:30,3,04122024_1115_03,T2/T3,1,11.491587416666666,
2024-12-04,11:30,4,04122024_1115_4,T2/T3,1,19.193790449999998,
2024-12-04,11:30,7,04122024_1133_07,T1 (inferred),1,25.7860154,HIGH
2024-12-04,11:30,9,04122024_1115_09,T2/T3,1,18.9218041,
2024-12-04,11:30,9,04122024_1140_12,T2/T3,1,13.223533683333333,
2024-12-04,11:30,22,20588493_1142_22,T2/T3,1,12.525869816666667,
2024-12-04,11:45,2,04122024_1147_2,T2/T3,1,9.500234433333333,
2024-12-04,11:45,5,04122024_1151_5,T2/T3,1,0.031052733333333336,
2024-12-04,11:45,6,04122024_1152_06,T1 (inferred),1,9.47375665,HIGH
2024-12-04,11:45,8,03122024_1115_8,T2/T3,1,0.027951049999999998,
2024-12-04,11:45,10,20562616_1115_10,T2/T3,1,12.3503677,
2024-12-04,11:45,11,04122024_1146_11,T2/T3,1,15.94630185,
2024-12-04,11:45,13,04122024_1151_13,T2/T3,1,2.655346983333333,
2024-12-04,11:45,14,04122024_1148_14,T1 (inferred),1,13.639437716666666,HIGH
2024-12-04,11:45,15,04122024_1115_15,T2/T3,1,15.315124716666666,
2024-12-04,11:45,16,04122024_1154_16,T2/T3,1,5.875976583333334,
2024-12-04,11:45,17,01122024_1500_11,T2/T3,1,8.2459904,
2024-12-04,11:45,18,04122024_1145_18,T2/T3,1,12.185851816666666,
2024-12-04,11:45,19,04122024_1145_19,T2/T3,1,6.213093033333333,
2024-12-04,11:45,20,04122024_1148_20,T1 (inferred),1,8.752844866666667,HIGH
2024-12-04,12:00,21,04122024_1214_21,T1 (inferred),1,3.7615142333333336,MEDIUM
2024-12-04,12:30,2,04122024_1235_02,T1 (inferred),1,0.2743069833333333,MEDIUM
2024-12-04,12:45,1,04122024_1300_01,T2/T3,1,15.353435183333334,
2024-12-04,12:45,3,04122024_1300_3,T2/T3,1,0.10405253333333334,
2024-12-04,12:45,4,04122024_1230_04,T2/T3,1,14.784115033333334,
2024-12-04,12:45,5,20430591_1230_5,T2/T3,1,0.032135816666666664,
2024-12-04,12:45,7,04122024_1254_07,T1 (inferred),1,11.017478566666666,HIGH
2024-12-04,12:45,9,04122024_1230_9,T2/T3,1,14.654604549999998,
2024-12-04,12:45,9,04122024_1245_09,T1 (inferred),1,18.725588249999998,HIGH
2024-12-04,12:45,11,04122024_1253_11,T2/T3,1,12.973873916666667,
2024-12-04,12:45,13,04122024_1230_13,T2/T3,1,10.205300466666667,
2024-12-04,12:45,14,04122024_1249_14,T2/T3,1,15.507158966666667,
2024-12-04,12:45,15,04122024_1254_15,T1 (inferred),1,3.408725216666667,MEDIUM
2024-12-04,12:45,16,04122024_1256_16,T2/T3,1,13.405008466666667,
2024-12-04,12:45,17,04122024_1230_17,T2/T3,1,17.238211449999998,
2024-12-04,12:45,18,04122024_1251_18,T1 (inferred),1,18.818842983333333,HIGH
2024-12-04,12:45,19,04122024_1255_19,T1 (inferred),1,14.733211583333334,HIGH
2024-12-04,12:45,20,04122024_1230_20,T2/T3,1,12.6230452,
2024-12-04,12:45,21,04122024_1253_21,T2/T3,1,15.883963666666666,
2024-12-04,12:45,22,04122024_1252_22,T2/T3,1,13.361207016666667,
2024-12-04,13:00,4,04122024_1310_04,T1 (inferred),1,0.12332011666666666,MEDIUM
2024-12-04,13:00,7,04122024_1305_07,T1 (inferred),1,0.7738836833333332,MEDIUM
2024-12-04,13:00,8,04122024_1308_8,T2/T3,1,1.5482072666666666,
2024-12-04,13:00,9,04122024_1308_09,T1 (inferred),1,1.7157938666666666,MEDIUM
2024-12-04,13:00,10,04122024_1306_10,T1 (inferred),1,0.14223933333333333,MEDIUM
2024-12-04,13:00,15,04122024_1308_15,T1 (inferred),1,0.7344968333333333,MEDIUM
2024-12-04,13:45,3,04122024_1345_03,T2/T3,1,17.974014466666667,
2024-12-04,13:45,8,04122024_1347_08,T1 (inferred),1,28.154680133333333,HIGH
2024-12-04,13:45,15,04122024_1347_15,T1 (inferred),1,23.959466616666667,HIGH
2024-12-04,13:45,18,04122024_1402_18,T2/T3,1,18.48044153333333,
2024-12-04,13:45,21,04122024_1358_21,T1 (inferred),1,17.302071966666666,HIGH
2024-12-04,14:00,4,20559962_0412_2023,T2/T3,1,22.045249133333336,
2024-12-04,14:00,7,04122024_1345_7,T2/T3,1,12.186959033333332,
2024-12-04,14:00,9,04122024_1400_12,T2/T3,1,0.0232081,
2024-12-04,14:00,9,20416281_1345_09,T2/T3,1,12.442177066666666,
2024-12-04,14:00,10,04122024_1345_10,T2/T3,1,12.86314765,
2024-12-04,14:00,13,04122024_1345_13,T2/T3,1,14.671609766666668,
2024-12-04,14:00,14,04122024_1612_14,T2/T3,1,8.871272683333332,
2024-12-04,14:00,15,04122024_1402_15,T1 (inferred),2,17.910812616666668,HIGH
2024-12-04,14:00,16,04122024_1404_16,T2/T3,1,16.296903583333332,
2024-12-04,14:15,1,04122024_1345_1,T2/T3,1,9.865556966666666,
2024-12-04,14:15,6,04122024_1345_06,T2/T3,1,11.235378466666667,
2024-12-04,14:15,8,04122024_1416_08,T1 (inferred),1,237.71110461666666,HIGH
2024-12-04,14:15,17,04122024_1345_17,T2/T3,1,0.04466926666666667,
2024-12-04,14:15,18,04122024_1421_18,T1 (inferred),1,0.505398,MEDIUM
2024-12-04,14:15,20,04122024_1416_20,T1 (inferred),1,8.671647833333333,HIGH
2024-12-04,14:15,22,01122024_1500_11,T2/T3,1,3.180261966666667,
2024-12-04,14:30,21,04122024_1436_21,T1 (inferred),1,2.6466951499999998,MEDIUM
2024-12-04,14:45,17,04122024_1454_17,T1 (inferred),1,0.1215391,MEDIUM
2024-12-04,15:00,4,20439807_0412_2024,T2/T3,1,20.92600421666667,
2024-12-04,15:15,1,04122024_1500_1,T2/T3,1,13.201959666666665,
2024-12-04,15:15,2,04122024_1500_2,T2/T3,1,19.062072116666666,
2024-12-04,15:15,3,04122024_1500_03,T2/T3,1,8.760217,
2024-12-04,15:15,5,04122024_1524_5,T2/T3,1,14.826175066666668,
2024-12-04,15:15,8,04122024_1500_08,T2/T3,1,20.026479016666666,
2024-12-04,15:15,9,04122024_1526_12,T2/T3,1,12.427055066666666,
2024-12-04,15:15,9,04122024_1528_09,T1 (inferred),1,10.742137466666666,HIGH
2024-12-04,15:15,10,04122024_1500_11,T2/T3,1,5.4641195,
2024-12-04,15:15,11,04122024_1500_11,T2/T3,1,18.93856035,
2024-12-04,15:15,14,04122024_1500_14,T2/T3,1,0.1156442,
2024-12-04,15:15,15,04122024_1500_15,T2/T3,1,0.11348448333333333,
2024-12-04,15:15,16,04122024_1500_16,T2/T3,1,14.454881466666667,
2024-12-04,15:15,17,04122024_1527_17,T2/T3,1,8.666796283333333,
2024-12-04,15:15,18,04122024_1520_18,T2/T3,1,13.9523874,
2024-12-04,15:15,20,04122024_1523_20,T1 (inferred),1,15.911366883333333,HIGH
2024-12-04,15:15,21,04122024_1500_21,T2/T3,1,12.467494983333333,
2024-12-04,15:15,22,04122024_1500_22,T2/T3,1,18.947740383333333,
2024-12-04,15:30,4,04122024_1539_04,T1 (inferred),1,0.7796970333333333,MEDIUM
2024-12-04,15:30,6,04122024_1530_06,T1 (inferred),1,9.331535216666667,HIGH
2024-12-04,15:30,7,04122024_1543_07,T1 (inferred),1,3.8845587333333333,MEDIUM
2024-12-04,15:30,19,04122024_1536_19,T2/T3,1,3.3746971833333332,
2024-12-04,15:45,3,04122024_1545_03,T1 (inferred),1,56.72659785,HIGH
2024-12-04,16:30,1,04122024_1615_1,T2/T3,1,2.01415735,
2024-12-04,16:30,5,04122024_1630_5,T2/T3,1,16.839297333333334,
2024-12-04,16:30,6,04122024_1634_06,T2/T3,1,15.961524066666668,
2024-12-04,16:30,8,04122024_1615_08,T2/T3,1,1.7568517833333333,
2024-12-04,16:30,10,04122014_0315_10,T2/T3,1,16.437696883333334,
2024-12-04,16:30,11,04122024_1615_11,T2/T3,1,15.598201283333333,
2024-12-04,16:30,13,04122024_1615_13,T2/T3,1,13.82973685,
2024-12-04,16:30,14,04122024_1615_14,T2/T3,1,12.717936316666668,
2024-12-04,16:30,16,04122024_1615_16,T2/T3,1,17.768537533333333,
2024-12-04,16:30,17,04122024_1642_17,T1 (inferred),1,9.0921477,HIGH
2024-12-04,16:30,18,04122024_1615_18,T2/T3,1,16.565380383333334,
2024-12-04,16:30,19,04122024_1645_19,T2/T3,1,17.108062,
2024-12-04,16:30,20,04122024_1634_20,T1 (inferred),1,15.787479600000001,HIGH
2024-12-04,16:30,21,04122024_1615_21,T2/T3,1,14.415471483333333,
2024-12-04,16:45,2,04122024_1646_02,T1 (inferred),1,2.264697283333333,MEDIUM
2024-12-04,16:45,7,04122024_1646_07,T1 (inferred),1,5.052859033333333,HIGH
2024-12-04,16:45,9,04122024_1615_9,T2/T3,1,7.852686516666666,
2024-12-04,16:45,15,04122024_1615_15,T2/T3,1,4.18948205,
2024-12-04,17:30,8,04122024_1742_08,T1 (inferred),1,14.50673605,HIGH
2024-12-04,17:30,15,06056694_0412_2024,T2/T3,1,25.190930700000003,
2024-12-04,17:45,3,04122024_1730_3,T2/T3,1,10.913618116666667,
2024-12-04,17:45,6,04122024_1730_6,T2/T3,1,11.1867245,
2024-12-04,17:45,7,04122024_1753_7,T2/T3,1,11.656508533333332,
2024-12-04,17:45,9,04122024_1730_12,T2/T3,1,5.389229716666667,
2024-12-04,17:45,9,04122024_1730_9,T2/T3,1,10.134478716666667,
2024-12-04,17:45,10,04122024_1756_10,T1 (inferred),1,13.78126285,HIGH
2024-12-04,17:45,11,04122024_1730_11,T2/T3,1,9.50701495,
2024-12-04,17:45,16,04122024_1730_16,T2/T3,1,9.6857766,
2024-12-04,17:45,17,04122024_1730_17,T2/T3,1,11.08069395,
2024-12-04,17:45,20,04122024_1749_20,T2/T3,1,16.64395031666667,
2024-12-04,18:00,2,04122024_1803_02,T1 (inferred),1,3.6724106666666665,MEDIUM
2024-12-04,18:00,4,04122024_1800_04,T1 (inferred),1,5.324541066666667,HIGH
2024-12-04,18:00,13,04122024_1730_13,T2/T3,1,1.6984446,
2024-12-04,18:00,14,04122024_1804_14,T1 (inferred),1,3.27726715,MEDIUM
2024-12-04,18:00,19,04142024_1730_19,T2/T3,1,0.65629915,
2024-12-05,10:00,7,05122024_1000_7,T2/T3,1,29.446501333333334,
2024-12-05,10:15,1,05122024_1023_01,T1 (inferred),1,17.695872899999998,HIGH
2024-12-05,10:15,2,05122024_1000_2,T2/T3,1,21.442725316666667,
2024-12-05,10:15,3,05122024_1026_03,T1 (inferred),1,0.15087426666666665,MEDIUM
2024-12-05,10:15,6,05122024_1018_6,T2/T3,1,11.1207185,
2024-12-05,10:15,8,05122024_1018_08,T1 (inferred),1,15.997879133333333,HIGH
2024-12-05,10:15,9,05122024_1000_12,T2/T3,1,8.24269705,
2024-12-05,10:15,10,04122024_1025_10,T2/T3,1,11.849839683333332,
2024-12-05,10:15,16,05122024_1000_16,T2/T3,1,6.343293533333334,
2024-12-05,10:15,19,05122024_1000_19,T2/T3,1,13.643899549999999,
2024-12-05,10:15,21,05122024_1000_21,T2/T3,1,16.326902516666667,
2024-12-05,10:15,22,05122024_1000_22,T2/T3,1,17.228319666666668,
2024-12-05,10:30,3,05122024_1039_03,T2/T3,1,12.783828666666667,
2024-12-05,10:30,13,05122024_1037_13,T2/T3,1,1.12654645,
2024-12-05,10:30,14,05122024_1000_14,T2/T3,1,0.85543205,
2024-12-05,10:30,15,05122024_1000_15,T2/T3,1,5.414324716666667,
2024-12-05,10:30,17,01122024_1000_17,T2/T3,2,6.213527300000001,
2024-12-05,10:30,18,05122024_1038_18,T2/T3,1,0.06316353333333333,
2024-12-05,10:30,20,05122024_1000_20,T2/T3,1,8.385507733333334,
2024-12-05,15:00,8,05122024_1500_8,T2/T3,1,23.878267416666667,
2024-12-05,15:15,1,05122024_1517_1,T2/T3,1,20.03599345,
2024-12-05,15:15,2,05122024_1519_02,T2/T3,1,16.655870916666668,
2024-12-05,15:15,3,05122024_1515_03,T2/T3,1,21.183147033333334,
2024-12-05,15:15,4,05122024_1500_4,T2/T3,1,15.6072753,
2024-12-05,15:15,5,05122024_1515_5,T2/T3,1,14.496987583333333,
2024-12-05,15:15,6,05122024_1522_06,T1 (inferred),1,16.56618213333333,HIGH
2024-12-05,15:15,9,05122024_1515_09,T1 (inferred),1,23.916026716666668,HIGH
2024-12-05,15:15,10,05122024_1500_10,T2/T3,1,17.09024775,
2024-12-05,15:15,11,05122024_1521_11,T1 (inferred),1,14.514740399999999,HIGH
2024-12-05,15:15,13,05122024_1500_13,T2/T3,1,15.289283866666667,
2024-12-05,15:15,15,01122024_1500_11,T2/T3,1,20.45018221666667,
2024-12-05,15:15,17,05122024_1517_17,T1 (inferred),1,17.596426666666666,HIGH
2024-12-05,15:15,18,05122024_1500_18,T2/T3,1,9.8581299,
2024-12-05,15:15,19,05122024_1518_19,T1 (inferred),1,2.8801197000000003,MEDIUM
2024-12-05,15:15,20,05122024_1500_20,T2/T3,1,9.456720633333333,
2024-12-05,15:15,21,05122024_1527_21,T1 (inferred),1,13.785900233333333,HIGH
2024-12-05,15:15,22,05122024_1526_22,T2/T3,1,0.011142933333333332,
2024-12-05,15:30,9,05122024_1530_09,T2/T3,1,12.808389266666667,
2024-12-05,15:30,14,05122024_1500_14,T2/T3,1,8.47598825,
2024-12-05,15:30,16,05122024_1500_16,T2/T3,1,0.04823425,
2024-12-05,16:15,7,05122024_1629_07,T1 (inferred),1,27.847678433333332,HIGH
2024-12-05,16:30,2,05122024_1600_2,T2/T3,1,15.040799516666668,
2024-12-05,16:30,3,05122024_1615_03,T2/T3,1,13.050531233333334,
2024-12-05,16:30,4,05122024_1615_4,T2/T3,1,20.288620116666667,
2024-12-05,16:30,5,05122024_1632_05,T1 (inferred),1,22.905339599999998,HIGH
2024-12-05,16:30,8,05122024_1631_08,T1 (inferred),1,26.4785125,HIGH
2024-12-05,16:30,9,05122024_1615_12,T2/T3,1,13.388902833333333,
2024-12-05,16:30,10,05122024_1615_10,T2/T3,1,20.525120116666667,
2024-12-05,16:30,14,05122024_1600_14,T2/T3,1,14.72913785,
2024-12-05,16:30,15,05122024_1640_15,T2/T3,1,8.496240316666666,
2024-12-05,16:30,17,05122024_1615_17,T2/T3,1,22.829404450000002,
2024-12-05,16:30,18,05122024_1615_18,T2/T3,1,10.72957415,
2024-12-05,16:30,21,05122024_1615_21,T2/T3,1,15.380227516666668,
2024-12-05,16:30,22,03122024_1615_22,T2/T3,1,15.620395966666667,
2024-12-05,16:45,1,05122024_1645_1,T2/T3,1,12.190179966666667,
2024-12-05,16:45,6,05122024_1645_06,T1 (inferred),1,13.502722383333333,HIGH
2024-12-05,16:45,9,05122024_1652_09,T2/T3,1,0.023281549999999998,
2024-12-05,16:45,11,01122024_1500_11,T2/T3,1,4.934905466666667,
2024-12-05,16:45,13,05122024_1649_13,T2/T3,1,8.396503433333333,
2024-12-05,16:45,16,05122024_1647_16,T2/T3,1,10.30525185,
